time_s,altitude_m,downrange_m,velocity_mps,acceleration_mps2,mass_kg,mach,dynamic_pressure_pa,x_m,y_m,z_m
0.0000,0.0000,0.0000,0.0000,0.0000,2.1850,0.01469,15.3127,0.0000,0.0000,0.0000
0.0100,0.0000,0.0000,0.0000,6.7285,2.1849,0.01469,15.3127,0.0000,0.0000,0.0000
0.0200,0.0000,0.0000,0.0000,0.6654,2.1847,0.01469,15.3127,0.0000,0.0000,0.0000
0.0300,0.0002,0.0000,0.0561,5.6196,2.1846,0.01469,15.3026,0.0000,0.0000,0.0002
0.0400,0.0013,0.0000,0.1738,11.7774,2.1844,0.01468,15.2940,0.0000,0.0000,0.0013
0.0500,0.0039,0.0001,0.3532,17.9400,2.1843,0.01469,15.3135,0.0001,0.0000,0.0039
0.0600,0.0086,0.0003,0.5942,24.1041,2.1842,0.01474,15.4019,0.0003,0.0000,0.0086
0.0700,0.0160,0.0006,0.8968,30.2690,2.1840,0.01484,15.6136,0.0006,0.0000,0.0160
0.0800,0.0267,0.0009,1.2612,36.4346,2.1839,0.01503,16.0172,0.0009,0.0000,0.0267
0.0900,0.0414,0.0014,1.6872,42.6008,2.1837,0.01534,16.6954,0.0014,0.0000,0.0414
0.1000,0.0607,0.0021,2.1748,48.7674,2.1836,0.01582,17.7447,0.0021,0.0000,0.0607
0.1100,0.0851,0.0030,2.7241,54.9342,2.1835,0.01649,19.2756,0.0030,0.0000,0.0851
0.1200,0.1153,0.0040,3.3351,61.1012,2.1833,0.01738,21.4125,0.0040,0.0000,0.1153
0.1300,0.1519,0.0053,4.0078,67.2680,2.1832,0.01851,24.2940,0.0053,0.0000,0.1519
0.1400,0.1956,0.0068,4.7422,73.4346,2.1830,0.01989,28.0725,0.0068,0.0000,0.1956
0.1500,0.2469,0.0086,5.5187,77.6589,2.1829,0.02150,32.7869,0.0086,0.0000,0.2469
0.1600,0.3059,0.0107,6.2976,77.8848,2.1828,0.02323,38.2570,0.0107,0.0000,0.3059
0.1700,0.3728,0.0130,7.0764,77.8811,2.1826,0.02504,44.4697,0.0130,0.0000,0.3728
0.1800,0.4474,0.0156,7.8551,77.8764,2.1825,0.02693,51.4248,0.0156,0.0000,0.4474
0.1900,0.5298,0.0185,8.6338,77.8707,2.1823,0.02887,59.1221,0.0185,0.0000,0.5298
0.2000,0.6199,0.0216,9.4125,77.8638,2.1822,0.03086,67.5612,0.0216,0.0000,0.6199
0.2100,0.7179,0.0251,10.1910,77.8558,2.1820,0.03289,76.7417,0.0251,0.0000,0.7179
0.2200,0.8236,0.0288,10.9695,77.8466,2.1819,0.03496,86.6632,0.0288,0.0000,0.8236
0.2300,0.9372,0.0327,11.7478,77.8364,2.1818,0.03705,97.3253,0.0327,0.0000,0.9372
0.2400,1.0584,0.0370,12.5261,77.8250,2.1816,0.03916,108.7274,0.0370,0.0000,1.0584
0.2500,1.1875,0.0415,13.3042,77.8125,2.1815,0.04128,120.8691,0.0415,0.0000,1.1875
0.2600,1.3244,0.0462,14.0821,77.7988,2.1813,0.04343,133.7495,0.0462,0.0000,1.3244
0.2700,1.4690,0.0513,14.8600,77.7841,2.1812,0.04559,147.3683,0.0513,0.0000,1.4690
0.2800,1.6214,0.0566,15.6376,77.7682,2.1811,0.04776,161.7245,0.0566,0.0000,1.6214
0.2900,1.7816,0.0622,16.4151,77.7511,2.1809,0.04993,176.8175,0.0622,0.0000,1.7816
0.3000,1.9495,0.0681,17.1925,77.7329,2.1808,0.05212,192.6465,0.0681,0.0000,1.9495
0.3100,2.1252,0.0742,17.9696,77.7136,2.1806,0.05431,209.1845,0.0742,0.0000,2.1252
0.3200,2.3087,0.0807,18.7465,77.6932,2.1805,0.05651,226.4566,0.0807,0.0000,2.3087
0.3300,2.4999,0.0875,19.5232,77.6717,2.1804,0.05872,244.4618,0.0875,0.0000,2.4999
0.3400,2.6989,0.0946,20.2997,77.6490,2.1802,0.06093,263.1992,0.0946,0.0000,2.6989
0.3500,2.9056,0.1020,21.0759,77.6252,2.1801,0.06314,282.6677,0.1020,0.0000,2.9056
0.3600,3.1201,0.1097,21.8519,77.6003,2.1799,0.06536,302.8663,0.1097,0.0000,3.1201
0.3700,3.3424,0.1178,22.6277,77.5742,2.1798,0.06758,323.7937,0.1178,0.0000,3.3424
0.3800,3.5724,0.1261,23.4031,77.5470,2.1797,0.06980,345.4490,0.1261,0.0000,3.5724
0.3900,3.8101,0.1348,24.1783,77.5187,2.1795,0.07203,367.8308,0.1348,0.0000,3.8101
0.4000,4.0556,0.1438,24.9532,77.4893,2.1794,0.07426,390.9379,0.1438,0.0000,4.0556
0.4100,4.3088,0.1531,25.7278,77.4588,2.1792,0.07649,414.7691,0.1531,0.0000,4.3088
0.4200,4.5698,0.1628,26.5020,77.4271,2.1791,0.07872,439.3228,0.1628,0.0000,4.5698
0.4300,4.8385,0.1727,27.2760,77.3943,2.1790,0.08096,464.5979,0.1727,0.0000,4.8385
0.4400,5.1150,0.1830,28.0496,77.3605,2.1788,0.08319,490.5927,0.1830,0.0000,5.1150
0.4500,5.3991,0.1936,28.8228,77.3255,2.1787,0.08543,517.3059,0.1936,0.0000,5.3991
0.4600,5.6910,0.2045,29.5957,77.2894,2.1785,0.08767,544.7360,0.2045,0.0000,5.6910
0.4700,5.9906,0.2157,30.3682,77.2521,2.1784,0.08990,572.8813,0.2157,0.0000,5.9906
0.4800,6.2980,0.2272,31.1404,77.2138,2.1783,0.09214,601.7402,0.2272,0.0000,6.2980
0.4900,6.6130,0.2391,31.9121,77.1744,2.1781,0.09438,631.3112,0.2391,0.0000,6.6130
0.5000,6.9357,0.2513,32.6834,77.1339,2.1780,0.09662,661.5925,0.2513,0.0000,6.9357
0.5100,7.2662,0.2638,33.4543,77.0923,2.1778,0.09886,692.5823,0.2638,0.0000,7.2662
0.5200,7.6043,0.2766,34.2248,77.0496,2.1777,0.10110,724.2789,0.2766,0.0000,7.6043
0.5300,7.9502,0.2898,34.9949,77.0057,2.1775,0.10334,756.6804,0.2898,0.0000,7.9502
0.5400,8.3037,0.3033,35.7645,76.9608,2.1774,0.10557,789.7850,0.3033,0.0000,8.3037
0.5500,8.6650,0.3171,36.5336,76.9149,2.1773,0.10781,823.5908,0.3171,0.0000,8.6650
0.5600,9.0339,0.3312,37.3023,76.8678,2.1771,0.11005,858.0958,0.3312,0.0000,9.0339
0.5700,9.4105,0.3456,38.0705,76.8196,2.1770,0.11229,893.2981,0.3456,0.0000,9.4105
0.5800,9.7947,0.3604,38.8382,76.7704,2.1768,0.11452,929.1955,0.3604,0.0000,9.7947
0.5900,10.1867,0.3755,39.6054,76.7201,2.1767,0.11676,965.7861,0.3755,0.0000,10.1867
0.6000,10.5862,0.3909,40.3721,76.6687,2.1766,0.11900,1003.0676,0.3909,0.0000,10.5862
0.6100,10.9935,0.4067,41.1382,76.6163,2.1764,0.12123,1041.0380,0.4067,0.0000,10.9935
0.6200,11.4084,0.4228,41.9038,76.5628,2.1763,0.12346,1079.6950,0.4228,0.0000,11.4084
0.6300,11.8309,0.4392,42.6689,76.5082,2.1761,0.12570,1119.0365,0.4392,0.0000,11.8309
0.6400,12.2611,0.4559,43.4334,76.4526,2.1760,0.12793,1159.0601,0.4559,0.0000,12.2611
0.6500,12.6989,0.4730,44.1974,76.3959,2.1759,0.13016,1199.7635,0.4730,0.0000,12.6989
0.6600,13.1444,0.4904,44.9608,76.3381,2.1757,0.13239,1241.1443,0.4904,0.0000,13.1444
0.6700,13.5975,0.5082,45.7236,76.2793,2.1756,0.13461,1283.2002,0.5082,0.0000,13.5975
0.6800,14.0582,0.5262,46.4857,76.2195,2.1754,0.13684,1325.9287,0.5262,0.0000,14.0582
0.6900,14.5265,0.5446,47.2473,76.1586,2.1753,0.13907,1369.3274,0.5446,0.0000,14.5265
0.7000,15.0024,0.5634,48.0083,76.0967,2.1752,0.14129,1413.3938,0.5634,0.0000,15.0024
0.7100,15.4859,0.5825,48.7686,76.0337,2.1750,0.14351,1458.1252,0.5825,0.0000,15.4859
0.7200,15.9770,0.6019,49.5283,75.9698,2.1749,0.14573,1503.5192,0.6019,0.0000,15.9770
0.7300,16.4757,0.6216,50.2873,75.9047,2.1747,0.14795,1549.5731,0.6216,0.0000,16.4757
0.7400,16.9819,0.6417,51.0457,75.8387,2.1746,0.15017,1596.2842,0.6417,0.0000,16.9819
0.7500,17.4958,0.6621,51.8034,75.7717,2.1745,0.15239,1643.6498,0.6621,0.0000,17.4958
0.7600,18.0172,0.6829,52.5604,75.7036,2.1743,0.15460,1691.6673,0.6829,0.0000,18.0172
0.7700,18.5462,0.7040,53.3168,75.6345,2.1742,0.15681,1740.3338,0.7040,0.0000,18.5462
0.7800,19.0827,0.7255,54.0724,75.5644,2.1740,0.15903,1789.6465,0.7255,0.0000,19.0827
0.7900,19.6267,0.7473,54.8273,75.4933,2.1739,0.16124,1839.6027,0.7473,0.0000,19.6267
0.8000,20.1783,0.7694,55.5815,75.4212,2.1738,0.16344,1890.1994,0.7694,0.0000,20.1783
0.8100,20.7375,0.7919,56.3350,75.3482,2.1736,0.16565,1941.4337,0.7919,0.0000,20.7375
0.8200,21.3041,0.8147,57.0877,75.2741,2.1735,0.16785,1993.3028,0.8147,0.0000,21.3041
0.8300,21.8783,0.8379,57.8397,75.1990,2.1733,0.17005,2045.8035,0.8379,0.0000,21.8783
0.8400,22.4600,0.8614,58.5909,75.1230,2.1732,0.17225,2098.9330,0.8614,0.0000,22.4600
0.8500,23.0491,0.8853,59.3414,75.0460,2.1730,0.17445,2152.6882,0.8853,0.0000,23.0491
0.8600,23.6458,0.9095,60.0910,74.9680,2.1729,0.17665,2207.0659,0.9095,0.0000,23.6458
0.8700,24.2500,0.9341,60.8399,74.8890,2.1728,0.17884,2262.0632,0.9341,0.0000,24.2500
0.8800,24.8616,0.9591,61.5880,74.8091,2.1726,0.18103,2317.6769,0.9591,0.0000,24.8616
0.8900,25.4807,0.9843,62.3352,74.7282,2.1725,0.18322,2373.9037,0.9843,0.0000,25.4807
0.9000,26.1073,1.0100,63.0817,74.6464,2.1723,0.18541,2430.7406,1.0100,0.0000,26.1073
0.9100,26.7413,1.0360,63.8273,74.5636,2.1722,0.18760,2488.1843,1.0360,0.0000,26.7413
0.9200,27.3827,1.0623,64.5721,74.4799,2.1721,0.18978,2546.2315,1.0623,0.0000,27.3827
0.9300,28.0316,1.0891,65.3160,74.3952,2.1719,0.19196,2604.8789,1.0891,0.0000,28.0316
0.9400,28.6879,1.1161,66.0591,74.3097,2.1718,0.19414,2664.1233,1.1161,0.0000,28.6879
0.9500,29.3517,1.1436,66.8013,74.2231,2.1716,0.19631,2723.9613,1.1436,0.0000,29.3517
0.9600,30.0228,1.1714,67.5426,74.1357,2.1715,0.19849,2784.3894,1.1714,0.0000,30.0228
0.9700,30.7014,1.1996,68.2831,74.0473,2.1714,0.20066,2845.4044,1.1996,0.0000,30.7014
0.9800,31.3873,1.2281,69.0227,73.9581,2.1712,0.20283,2907.0027,1.2281,0.0000,31.3873
0.9900,32.0806,1.2570,69.7613,73.8679,2.1711,0.20499,2969.1810,1.2570,0.0000,32.0806
1.0000,32.7813,1.2863,70.4990,73.7768,2.1709,0.20716,3031.9357,1.2863,0.0000,32.7813
1.0100,33.4894,1.3159,71.2359,73.6848,2.1708,0.20932,3095.2633,1.3159,0.0000,33.4894
1.0200,34.2048,1.3459,71.9718,73.5920,2.1707,0.21148,3159.1604,1.3459,0.0000,34.2048
1.0300,34.9275,1.3763,72.7067,73.4982,2.1705,0.21363,3223.6232,1.3763,0.0000,34.9275
1.0400,35.6576,1.4071,73.4407,73.4036,2.1704,0.21578,3288.6483,1.4071,0.0000,35.6576
1.0500,36.3950,1.4382,74.1738,73.3081,2.1702,0.21793,3354.2320,1.4382,0.0000,36.3950
1.0600,37.1398,1.4697,74.9058,73.2117,2.1701,0.22008,3420.3707,1.4697,0.0000,37.1398
1.0700,37.8918,1.5016,75.6370,73.1144,2.1700,0.22223,3487.0608,1.5016,0.0000,37.8918
1.0800,38.6511,1.5339,76.3671,73.0163,2.1698,0.22437,3554.2985,1.5339,0.0000,38.6511
1.0900,39.4178,1.5666,77.0962,72.9174,2.1697,0.22651,3622.0801,1.5666,0.0000,39.4178
1.1000,40.1917,1.5996,77.8244,72.8176,2.1695,0.22865,3690.4020,1.5996,0.0000,40.1917
1.1100,40.9728,1.6331,78.5515,72.7169,2.1694,0.23078,3759.2603,1.6331,0.0000,40.9728
1.1200,41.7613,1.6669,79.2776,72.6154,2.1693,0.23291,3828.6513,1.6669,0.0000,41.7613
1.1300,42.5569,1.7011,80.0027,72.5131,2.1691,0.23504,3898.5711,1.7011,0.0000,42.5569
1.1400,43.3598,1.7357,80.7267,72.4100,2.1690,0.23717,3969.0161,1.7357,0.0000,43.3598
1.1500,44.1699,1.7707,81.4498,72.3060,2.1688,0.23929,4039.9822,1.7707,0.0000,44.1699
1.1600,44.9873,1.8061,82.1717,72.2013,2.1687,0.24141,4111.4658,1.8061,0.0000,44.9873
1.1700,45.8118,1.8419,82.8926,72.0957,2.1685,0.24352,4183.4628,1.8419,0.0000,45.8118
1.1800,46.6436,1.8781,83.6125,71.9893,2.1684,0.24564,4255.9695,1.8781,0.0000,46.6436
1.1900,47.4825,1.9147,84.3312,71.8821,2.1683,0.24775,4328.9818,1.9147,0.0000,47.4825
1.2000,48.3286,1.9517,85.0489,71.7742,2.1681,0.24985,4402.4959,1.9517,0.0000,48.3286
1.2100,49.1818,1.9891,85.7655,71.6655,2.1680,0.25196,4476.5078,1.9891,0.0000,49.1818
1.2200,50.0422,2.0269,86.4810,71.5559,2.1678,0.25406,4551.0135,2.0269,0.0000,50.0422
1.2300,50.9098,2.0651,87.1954,71.4457,2.1677,0.25616,4626.0090,2.0651,0.0000,50.9098
1.2400,51.7845,2.1037,87.9087,71.3346,2.1676,0.25825,4701.4904,2.1037,0.0000,51.7845
1.2500,52.6662,2.1427,88.6208,71.2228,2.1674,0.26034,4777.4536,2.1427,0.0000,52.6662
1.2600,53.5551,2.1822,89.3319,71.1102,2.1673,0.26243,4853.8945,2.1822,0.0000,53.5551
1.2700,54.4511,2.2221,90.0418,70.9969,2.1671,0.26452,4930.8092,2.2221,0.0000,54.4511
1.2800,55.3542,2.2624,90.7505,70.8829,2.1670,0.26660,5008.1935,2.2624,0.0000,55.3542
1.2900,56.2643,2.3031,91.4581,70.7681,2.1669,0.26868,5086.0434,2.3031,0.0000,56.2643
1.3000,57.1815,2.3442,92.1646,70.6526,2.1667,0.27075,5164.3548,2.3442,0.0000,57.1815
1.3100,58.1057,2.3858,92.8698,70.5364,2.1666,0.27283,5243.1236,2.3858,0.0000,58.1057
1.3200,59.0370,2.4278,93.5739,70.4195,2.1664,0.27489,5322.3456,2.4278,0.0000,59.0370
1.3300,59.9753,2.4702,94.2769,70.3018,2.1663,0.27696,5402.0167,2.4702,0.0000,59.9753
1.3400,60.9206,2.5130,94.9786,70.1835,2.1662,0.27902,5482.1327,2.5130,0.0000,60.9206
1.3500,61.8729,2.5563,95.6792,70.0645,2.1660,0.28108,5562.6896,2.5563,0.0000,61.8729
1.3600,62.8322,2.6000,96.3785,69.9448,2.1659,0.28313,5643.6831,2.6000,0.0000,62.8322
1.3700,63.7985,2.6442,97.0766,69.8244,2.1657,0.28519,5725.1090,2.6442,0.0000,63.7985
1.3800,64.7717,2.6888,97.7736,69.7033,2.1656,0.28723,5806.9632,2.6888,0.0000,64.7717
1.3900,65.7519,2.7339,98.4693,69.5815,2.1655,0.28928,5889.2414,2.7339,0.0000,65.7519
1.4000,66.7390,2.7794,99.1637,69.4591,2.1653,0.29132,5971.9394,2.7794,0.0000,66.7390
1.4100,67.7331,2.8253,99.8570,69.3361,2.1652,0.29336,6055.0530,2.8253,0.0000,67.7331
1.4200,68.7340,2.8717,100.5490,69.2124,2.1650,0.29539,6138.5780,2.8717,0.0000,68.7340
1.4300,69.7419,2.9186,101.2397,69.0880,2.1649,0.29742,6222.5101,2.9186,0.0000,69.7419
1.4400,70.7566,2.9659,101.9292,68.9630,2.1648,0.29945,6306.8451,2.9659,0.0000,70.7566
1.4500,71.7782,3.0136,102.6174,68.8374,2.1646,0.30147,6391.5787,3.0136,0.0000,71.7782
1.4600,72.8067,3.0619,103.3044,68.7112,2.1645,0.30349,6476.7067,3.0619,0.0000,72.8067
1.4700,73.8420,3.1106,103.9901,68.5844,2.1643,0.30551,6562.2247,3.1106,0.0000,73.8420
1.4800,74.8842,3.1597,104.6745,68.4569,2.1642,0.30752,6648.1285,3.1597,0.0000,74.8842
1.4900,75.9332,3.2093,105.3576,68.3289,2.1640,0.30953,6734.4138,3.2093,0.0000,75.9332
1.5000,76.9890,3.2595,106.0395,68.2002,2.1639,0.31153,6821.0763,3.2595,0.0000,76.9890
1.5100,78.0516,3.3100,106.7200,68.0710,2.1638,0.31353,6908.1117,3.3100,0.0000,78.0516
1.5200,79.1210,3.3611,107.3992,67.9412,2.1636,0.31553,6995.5158,3.3611,0.0000,79.1210
1.5300,80.1971,3.4126,108.0772,67.8108,2.1635,0.31752,7083.2841,3.4126,0.0000,80.1971
1.5400,81.2800,3.4647,108.7538,67.6798,2.1633,0.31951,7171.4124,3.4647,0.0000,81.2800
1.5500,82.3697,3.5172,109.4291,67.5483,2.1632,0.32150,7259.8964,3.5172,0.0000,82.3697
1.5600,83.4661,3.5702,110.1030,67.4162,2.1631,0.32348,7348.7318,3.5702,0.0000,83.4661
1.5700,84.5692,3.6237,110.7703,66.7459,2.1629,0.32544,7437.1922,3.6237,0.0000,84.5692
1.5800,85.6787,3.6776,111.3978,62.7755,2.1628,0.32729,7520.8049,3.6776,0.0000,85.6787
1.5900,86.7943,3.7321,111.9826,58.5055,2.1626,0.32901,7599.0745,3.7321,0.0000,86.7943
1.6000,87.9156,3.7870,112.5248,54.2436,2.1625,0.33061,7671.9225,3.7870,0.0000,87.9156
1.6100,89.0420,3.8423,113.0244,49.9897,2.1624,0.33208,7739.2777,3.8423,0.0000,89.0420
1.6200,90.1732,3.8980,113.4816,45.7441,2.1622,0.33342,7801.0760,3.8980,0.0000,90.1732
1.6300,91.3087,3.9540,113.8963,41.5070,2.1621,0.33464,7857.2601,3.9540,0.0000,91.3087
1.6400,92.4482,4.0105,114.2688,37.2786,2.1619,0.33574,7907.7797,4.0105,0.0000,92.4482
1.6500,93.5911,4.0672,114.5990,33.0591,2.1618,0.33671,7952.5911,4.0672,0.0000,93.5911
1.6600,94.7372,4.1243,114.8870,28.8488,2.1617,0.33756,7991.6576,4.1243,0.0000,94.7372
1.6700,95.8859,4.1817,115.1331,24.6482,2.1615,0.33829,8024.9491,4.1817,0.0000,95.8859
1.6800,97.0368,4.2393,115.3371,20.4582,2.1614,0.33889,8052.4423,4.2393,0.0000,97.0368
1.6900,98.1896,4.2972,115.4992,16.2804,2.1612,0.33937,8074.1203,4.2972,0.0000,98.1896
1.7000,99.3438,4.3552,115.6196,12.1187,2.1611,0.33972,8089.9728,4.3552,0.0000,99.3438
1.7100,100.4989,4.4135,115.6982,7.9849,2.1610,0.33996,8099.9959,4.4135,0.0000,100.4989
1.7200,101.6547,4.4720,115.7352,3.9401,2.1608,0.34007,8104.1921,4.4720,0.0000,101.6547
1.7300,102.8105,4.5305,115.7306,1.3955,2.1607,0.34006,8102.5704,4.5305,0.0000,102.8105
1.7400,103.9662,4.5892,115.6845,4.7766,2.1605,0.33993,8095.1458,4.5892,0.0000,103.9662
1.7500,105.1211,4.6480,115.5971,8.8272,2.1604,0.33967,8081.9398,4.6480,0.0000,105.1211
1.7600,106.2750,4.7069,115.4684,12.9246,2.1603,0.33930,8062.9797,4.7069,0.0000,106.2750
1.7700,107.4273,4.7658,115.2985,17.0291,2.1601,0.33880,8038.2991,4.7658,0.0000,107.4273
1.7800,108.5778,4.8247,115.0890,20.9780,2.1600,0.33819,8008.1518,4.8247,0.0000,108.5778
1.7900,109.7261,4.8836,114.8669,22.2351,2.1600,0.33754,7976.3174,4.8836,0.0000,109.7261
1.8000,110.8721,4.9425,114.6453,22.1857,2.1600,0.33689,7944.6201,4.9425,0.0000,110.8721
1.8100,112.0159,5.0013,114.4241,22.1365,2.1600,0.33624,7913.0591,5.0013,0.0000,112.0159
1.8200,113.1576,5.0602,114.2035,22.0875,2.1600,0.33560,7881.6337,5.0602,0.0000,113.1576
1.8300,114.2970,5.1191,113.9834,22.0388,2.1600,0.33495,7850.3431,5.1191,0.0000,114.2970
1.8400,115.4342,5.1779,113.7637,21.9902,2.1600,0.33431,7819.1866,5.1779,0.0000,115.4342
1.8500,116.5692,5.2368,113.5445,21.9419,2.1600,0.33367,7788.1634,5.2368,0.0000,116.5692
1.8600,117.7020,5.2956,113.3259,21.8937,2.1600,0.33303,7757.2728,5.2956,0.0000,117.7020
1.8700,118.8327,5.3544,113.1076,21.8458,2.1600,0.33239,7726.5141,5.3544,0.0000,118.8327
1.8800,119.9611,5.4132,112.8899,21.7981,2.1600,0.33175,7695.8866,5.4132,0.0000,119.9611
1.8900,121.0874,5.4720,112.6727,21.7505,2.1600,0.33112,7665.3894,5.4720,0.0000,121.0874
1.9000,122.2115,5.5308,112.4559,21.7032,2.1600,0.33048,7635.0221,5.5308,0.0000,122.2115
1.9100,123.3334,5.5896,112.2396,21.6561,2.1600,0.32985,7604.7837,5.5896,0.0000,123.3334
1.9200,124.4532,5.6484,112.0237,21.6092,2.1600,0.32922,7574.6736,5.6484,0.0000,124.4532
1.9300,125.5708,5.7071,111.8083,21.5624,2.1600,0.32859,7544.6912,5.7071,0.0000,125.5708
1.9400,126.6863,5.7659,111.5934,21.5159,2.1600,0.32796,7514.8356,5.7659,0.0000,126.6863
1.9500,127.7996,5.8246,111.3790,21.4696,2.1600,0.32733,7485.1063,5.8246,0.0000,127.7996
1.9600,128.9108,5.8834,111.1650,21.4235,2.1600,0.32670,7455.5025,5.8834,0.0000,128.9108
1.9700,130.0198,5.9421,110.9515,21.3775,2.1600,0.32608,7426.0236,5.9421,0.0000,130.0198
1.9800,131.1267,6.0008,110.7384,21.3318,2.1600,0.32546,7396.6689,6.0008,0.0000,131.1267
1.9900,132.2315,6.0595,110.5258,21.2862,2.1600,0.32483,7367.4377,6.0595,0.0000,132.2315
2.0000,133.3341,6.1182,110.3137,21.2409,2.1600,0.32421,7338.3293,6.1182,0.0000,133.3341
2.0100,134.4346,6.1769,110.1020,21.1957,2.1600,0.32359,7309.3432,6.1769,0.0000,134.4346
2.0200,135.5330,6.2356,109.8907,21.1507,2.1600,0.32297,7280.4786,6.2356,0.0000,135.5330
2.0300,136.6293,6.2943,109.6799,21.1059,2.1600,0.32236,7251.7348,6.2943,0.0000,136.6293
2.0400,137.7235,6.3529,109.4695,21.0613,2.1600,0.32174,7223.1113,6.3529,0.0000,137.7235
2.0500,138.8155,6.4116,109.2596,21.0169,2.1600,0.32113,7194.6074,6.4116,0.0000,138.8155
2.0600,139.9055,6.4702,109.0502,20.9726,2.1600,0.32051,7166.2224,6.4702,0.0000,139.9055
2.0700,140.9934,6.5289,108.8411,20.9286,2.1600,0.31990,7137.9557,6.5289,0.0000,140.9934
2.0800,142.0792,6.5875,108.6325,20.8847,2.1600,0.31929,7109.8068,6.5875,0.0000,142.0792
2.0900,143.1629,6.6461,108.4244,20.8411,2.1600,0.31868,7081.7749,6.6461,0.0000,143.1629
2.1000,144.2445,6.7047,108.2167,20.7976,2.1600,0.31807,7053.8594,6.7047,0.0000,144.2445
2.1100,145.3240,6.7633,108.0094,20.7542,2.1600,0.31747,7026.0597,6.7633,0.0000,145.3240
2.1200,146.4015,6.8219,107.8025,20.7111,2.1600,0.31686,6998.3753,6.8219,0.0000,146.4015
2.1300,147.4769,6.8805,107.5961,20.6681,2.1600,0.31625,6970.8054,6.8805,0.0000,147.4769
2.1400,148.5502,6.9391,107.3901,20.6253,2.1600,0.31565,6943.3496,6.9391,0.0000,148.5502
2.1500,149.6215,6.9977,107.1846,20.5827,2.1600,0.31505,6916.0071,6.9977,0.0000,149.6215
2.1600,150.6907,7.0562,106.9794,20.5403,2.1600,0.31445,6888.7775,7.0562,0.0000,150.6907
2.1700,151.7579,7.1148,106.7747,20.4980,2.1600,0.31385,6861.6600,7.1148,0.0000,151.7579
2.1800,152.8230,7.1733,106.5704,20.4560,2.1600,0.31325,6834.6541,7.1733,0.0000,152.8230
2.1900,153.8861,7.2319,106.3665,20.4141,2.1600,0.31265,6807.7593,7.2319,0.0000,153.8861
2.2000,154.9471,7.2904,106.1631,20.3723,2.1600,0.31206,6780.9749,7.2904,0.0000,154.9471
2.2100,156.0061,7.3489,105.9600,20.3307,2.1600,0.31146,6754.3004,7.3489,0.0000,156.0061
2.2200,157.0631,7.4074,105.7574,20.2894,2.1600,0.31087,6727.7352,7.4074,0.0000,157.0631
2.2300,158.1180,7.4659,105.5552,20.2481,2.1600,0.31028,6701.2787,7.4659,0.0000,158.1180
2.2400,159.1709,7.5244,105.3534,20.2071,2.1600,0.30969,6674.9303,7.5244,0.0000,159.1709
2.2500,160.2218,7.5829,105.1520,20.1662,2.1600,0.30910,6648.6896,7.5829,0.0000,160.2218
2.2600,161.2707,7.6414,104.9510,20.1255,2.1600,0.30851,6622.5559,7.6414,0.0000,161.2707
2.2700,162.3176,7.6998,104.7504,20.0849,2.1600,0.30792,6596.5287,7.6998,0.0000,162.3176
2.2800,163.3625,7.7583,104.5502,20.0445,2.1600,0.30733,6570.6074,7.7583,0.0000,163.3625
2.3200,167.5220,7.9920,103.7536,19.9443,2.1600,0.30500,6467.9707,7.9920,0.0000,167.5220
2.3600,171.6497,8.2257,102.9632,19.7860,2.1600,0.30268,6366.9858,8.2257,0.0000,171.6497
2.4000,175.7458,8.4592,102.1791,19.6302,2.1600,0.30038,6267.6190,8.4592,0.0000,175.7458
2.4400,179.8107,8.6925,101.4011,19.4770,2.1600,0.29810,6169.8378,8.6925,0.0000,179.8107
2.4800,183.8446,8.9258,100.6292,19.3261,2.1600,0.29584,6073.6102,8.9258,0.0000,183.8446
2.5200,187.8476,9.1589,99.8632,19.1777,2.1600,0.29360,5978.9052,9.1589,0.0000,187.8476
2.5600,191.8201,9.3919,99.1031,19.0315,2.1600,0.29137,5885.6926,9.3919,0.0000,191.8201
2.6000,195.7623,9.6247,98.3487,18.8877,2.1600,0.28916,5793.9428,9.6247,0.0000,195.7623
2.6400,199.6743,9.8575,97.6000,18.7462,2.1600,0.28696,5703.6271,9.8575,0.0000,199.6743
2.6800,203.5564,10.0901,96.8569,18.6068,2.1600,0.28478,5614.7176,10.0901,0.0000,203.5564
2.7200,207.4089,10.3226,96.1193,18.4696,2.1600,0.28262,5527.1868,10.3226,0.0000,207.4089
2.7600,211.2320,10.5550,95.3871,18.3346,2.1600,0.28047,5441.0082,10.5550,0.0000,211.2320
2.8000,215.0258,10.7873,94.6602,18.2016,2.1600,0.27834,5356.1557,10.7873,0.0000,215.0258
2.8400,218.7906,11.0195,93.9386,18.0706,2.1600,0.27622,5272.6040,11.0195,0.0000,218.7906
2.8800,222.5266,11.2515,93.2221,17.9417,2.1600,0.27412,5190.3284,11.2515,0.0000,222.5266
2.9200,226.2340,11.4835,92.5108,17.8147,2.1600,0.27203,5109.3048,11.4835,0.0000,226.2340
2.9600,229.9130,11.7153,91.8044,17.6897,2.1600,0.26995,5029.5097,11.7153,0.0000,229.9130
3.0000,233.5638,11.9470,91.1030,17.5666,2.1600,0.26790,4950.9200,11.9470,0.0000,233.5638
3.0400,237.1866,12.1786,90.4064,17.4453,2.1600,0.26585,4873.5134,12.1786,0.0000,237.1866
3.0800,240.7815,12.4101,89.7147,17.3258,2.1600,0.26382,4797.2680,12.4101,0.0000,240.7815
