time_s,altitude_m,downrange_m,velocity_mps,acceleration_mps2,mass_kg,mach,dynamic_pressure_pa,x_m,y_m,z_m
23.6400,56.7026,53.3887,3.5710,0.0004,0.5400,0.00870,5.3317,53.3887,0.0000,56.7026
23.6800,56.5842,53.4687,3.5710,0.0004,0.5400,0.00870,5.3317,53.4687,0.0000,56.5842
23.7200,56.4659,53.5487,3.5710,0.0004,0.5400,0.00870,5.3317,53.5487,0.0000,56.4659
23.7600,56.3476,53.6287,3.5710,0.0004,0.5400,0.00870,5.3317,53.6287,0.0000,56.3476
23.8000,56.2292,53.7087,3.5710,0.0004,0.5400,0.00870,5.3317,53.7087,0.0000,56.2292
23.8400,56.1109,53.7887,3.5710,0.0004,0.5400,0.00870,5.3317,53.7887,0.0000,56.1109
23.8800,55.9926,53.8687,3.5710,0.0004,0.5400,0.00870,5.3317,53.8687,0.0000,55.9926
23.9200,55.8742,53.9487,3.5709,0.0004,0.5400,0.00870,5.3317,53.9487,0.0000,55.8742
23.9600,55.7559,54.0287,3.5709,0.0004,0.5400,0.00870,5.3317,54.0287,0.0000,55.7559
24.0000,55.6376,54.1087,3.5709,0.0004,0.5400,0.00870,5.3317,54.1087,0.0000,55.6376
24.0400,55.5192,54.1887,3.5709,0.0004,0.5400,0.00870,5.3317,54.1887,0.0000,55.5192
24.0800,55.4009,54.2687,3.5709,0.0004,0.5400,0.00870,5.3317,54.2687,0.0000,55.4009
24.1200,55.2826,54.3487,3.5709,0.0004,0.5400,0.00870,5.3317,54.3487,0.0000,55.2826
24.1600,55.1642,54.4287,3.5709,0.0004,0.5400,0.00870,5.3317,54.4287,0.0000,55.1642
24.2000,55.0459,54.5087,3.5708,0.0004,0.5400,0.00870,5.3317,54.5087,0.0000,55.0459
24.2400,54.9276,54.5887,3.5708,0.0004,0.5400,0.00870,5.3317,54.5887,0.0000,54.9276
24.2800,54.8093,54.6687,3.5708,0.0004,0.5400,0.00870,5.3317,54.6687,0.0000,54.8093
24.3200,54.6909,54.7487,3.5708,0.0004,0.5400,0.00870,5.3317,54.7487,0.0000,54.6909
24.3600,54.5726,54.8287,3.5708,0.0004,0.5400,0.00870,5.3317,54.8287,0.0000,54.5726
24.4000,54.4543,54.9087,3.5708,0.0004,0.5400,0.00870,5.3317,54.9087,0.0000,54.4543
24.4400,54.3360,54.9887,3.5708,0.0004,0.5400,0.00870,5.3317,54.9887,0.0000,54.3360
24.4800,54.2176,55.0687,3.5707,0.0004,0.5400,0.00870,5.3317,55.0687,0.0000,54.2176
24.5200,54.0993,55.1487,3.5707,0.0004,0.5400,0.00870,5.3317,55.1487,0.0000,54.0993
24.5600,53.9810,55.2287,3.5707,0.0004,0.5400,0.00870,5.3317,55.2287,0.0000,53.9810
24.6000,53.8627,55.3087,3.5707,0.0004,0.5400,0.00870,5.3317,55.3087,0.0000,53.8627
24.6400,53.7443,55.3887,3.5707,0.0004,0.5400,0.00870,5.3317,55.3887,0.0000,53.7443
24.6800,53.6260,55.4687,3.5707,0.0004,0.5400,0.00870,5.3317,55.4687,0.0000,53.6260
24.7200,53.5077,55.5487,3.5707,0.0004,0.5400,0.00870,5.3317,55.5487,0.0000,53.5077
24.7600,53.3894,55.6287,3.5706,0.0004,0.5400,0.00870,5.3317,55.6287,0.0000,53.3894
24.8000,53.2711,55.7087,3.5706,0.0004,0.5400,0.00870,5.3317,55.7087,0.0000,53.2711
24.8400,53.1528,55.7887,3.5706,0.0004,0.5400,0.00870,5.3317,55.7887,0.0000,53.1528
24.8800,53.0344,55.8687,3.5706,0.0004,0.5400,0.00870,5.3317,55.8687,0.0000,53.0344
24.9200,52.9161,55.9487,3.5706,0.0004,0.5400,0.00870,5.3317,55.9487,0.0000,52.9161
24.9600,52.7978,56.0287,3.5706,0.0004,0.5400,0.00870,5.3317,56.0287,0.0000,52.7978
25.0000,52.6795,56.1087,3.5706,0.0004,0.5400,0.00870,5.3317,56.1087,0.0000,52.6795
25.0400,52.5612,56.1887,3.5706,0.0004,0.5400,0.00870,5.3317,56.1887,0.0000,52.5612
25.0800,52.4429,56.2687,3.5705,0.0004,0.5400,0.00870,5.3317,56.2687,0.0000,52.4429
25.1200,52.3246,56.3487,3.5705,0.0004,0.5400,0.00870,5.3317,56.3487,0.0000,52.3246
25.1600,52.2062,56.4287,3.5705,0.0004,0.5400,0.00870,5.3317,56.4287,0.0000,52.2062
25.2000,52.0879,56.5087,3.5705,0.0004,0.5400,0.00870,5.3317,56.5087,0.0000,52.0879
25.2400,51.9696,56.5887,3.5705,0.0004,0.5400,0.00870,5.3317,56.5887,0.0000,51.9696
25.2800,51.8513,56.6687,3.5705,0.0004,0.5400,0.00870,5.3317,56.6687,0.0000,51.8513
25.3200,51.7330,56.7487,3.5705,0.0004,0.5400,0.00870,5.3317,56.7487,0.0000,51.7330
25.3600,51.6147,56.8287,3.5704,0.0004,0.5400,0.00870,5.3317,56.8287,0.0000,51.6147
25.4000,51.4964,56.9087,3.5704,0.0004,0.5400,0.00870,5.3317,56.9087,0.0000,51.4964
25.4400,51.3781,56.9887,3.5704,0.0004,0.5400,0.00870,5.3317,56.9887,0.0000,51.3781
25.4800,51.2598,57.0687,3.5704,0.0004,0.5400,0.00870,5.3317,57.0687,0.0000,51.2598
25.5200,51.1415,57.1487,3.5704,0.0004,0.5400,0.00870,5.3317,57.1487,0.0000,51.1415
25.5600,51.0232,57.2287,3.5704,0.0004,0.5400,0.00870,5.3317,57.2287,0.0000,51.0232
25.6000,50.9049,57.3087,3.5704,0.0004,0.5400,0.00870,5.3317,57.3087,0.0000,50.9049
25.6400,50.7865,57.3887,3.5703,0.0004,0.5400,0.00870,5.3317,57.3887,0.0000,50.7865
25.6800,50.6682,57.4687,3.5703,0.0004,0.5400,0.00870,5.3317,57.4687,0.0000,50.6682
25.7200,50.5499,57.5487,3.5703,0.0004,0.5400,0.00870,5.3317,57.5487,0.0000,50.5499
25.7600,50.4316,57.6287,3.5703,0.0004,0.5400,0.00870,5.3317,57.6287,0.0000,50.4316
25.8000,50.3133,57.7087,3.5703,0.0004,0.5400,0.00870,5.3317,57.7087,0.0000,50.3133
25.8400,50.1950,57.7887,3.5703,0.0004,0.5400,0.00870,5.3317,57.7887,0.0000,50.1950
25.8800,50.0767,57.8687,3.5703,0.0004,0.5400,0.00870,5.3317,57.8687,0.0000,50.0767
25.9200,49.9584,57.9487,3.5702,0.0004,0.5400,0.00870,5.3317,57.9487,0.0000,49.9584
25.9600,49.8401,58.0287,3.5702,0.0004,0.5400,0.00870,5.3317,58.0287,0.0000,49.8401
26.0000,49.7218,58.1087,3.5702,0.0004,0.5400,0.00870,5.3317,58.1087,0.0000,49.7218
26.0400,49.6035,58.1887,3.5702,0.0004,0.5400,0.00870,5.3317,58.1887,0.0000,49.6035
26.0800,49.4852,58.2687,3.5702,0.0004,0.5400,0.00870,5.3317,58.2687,0.0000,49.4852
26.1200,49.3670,58.3487,3.5702,0.0004,0.5400,0.00870,5.3317,58.3487,0.0000,49.3670
26.1600,49.2487,58.4287,3.5702,0.0004,0.5400,0.00870,5.3317,58.4287,0.0000,49.2487
26.2000,49.1304,58.5087,3.5701,0.0004,0.5400,0.00870,5.3317,58.5087,0.0000,49.1304
26.2400,49.0121,58.5887,3.5701,0.0004,0.5400,0.00870,5.3317,58.5887,0.0000,49.0121
26.2800,48.8938,58.6687,3.5701,0.0004,0.5400,0.00870,5.3317,58.6687,0.0000,48.8938
26.3200,48.7755,58.7487,3.5701,0.0004,0.5400,0.00870,5.3317,58.7487,0.0000,48.7755
26.3600,48.6572,58.8287,3.5701,0.0004,0.5400,0.00870,5.3317,58.8287,0.0000,48.6572
26.4000,48.5389,58.9087,3.5701,0.0004,0.5400,0.00870,5.3317,58.9087,0.0000,48.5389
26.4400,48.4206,58.9887,3.5701,0.0004,0.5400,0.00870,5.3317,58.9887,0.0000,48.4206
26.4800,48.3023,59.0687,3.5700,0.0004,0.5400,0.00870,5.3317,59.0687,0.0000,48.3023
26.5200,48.1840,59.1487,3.5700,0.0004,0.5400,0.00869,5.3317,59.1487,0.0000,48.1840
26.5600,48.0657,59.2287,3.5700,0.0004,0.5400,0.00869,5.3317,59.2287,0.0000,48.0657
26.6000,47.9475,59.3087,3.5700,0.0004,0.5400,0.00869,5.3317,59.3087,0.0000,47.9475
26.6400,47.8292,59.3887,3.5700,0.0004,0.5400,0.00869,5.3317,59.3887,0.0000,47.8292
26.6800,47.7109,59.4687,3.5700,0.0004,0.5400,0.00869,5.3317,59.4687,0.0000,47.7109
26.7200,47.5926,59.5487,3.5700,0.0004,0.5400,0.00869,5.3317,59.5487,0.0000,47.5926
26.7600,47.4743,59.6287,3.5700,0.0004,0.5400,0.00869,5.3317,59.6287,0.0000,47.4743
26.8000,47.3560,59.7087,3.5699,0.0004,0.5400,0.00869,5.3317,59.7087,0.0000,47.3560
26.8400,47.2377,59.7887,3.5699,0.0004,0.5400,0.00869,5.3317,59.7887,0.0000,47.2377
26.8800,47.1195,59.8687,3.5699,0.0004,0.5400,0.00869,5.3317,59.8687,0.0000,47.1195
26.9200,47.0012,59.9487,3.5699,0.0004,0.5400,0.00869,5.3317,59.9487,0.0000,47.0012
26.9600,46.8829,60.0287,3.5699,0.0004,0.5400,0.00869,5.3317,60.0287,0.0000,46.8829
27.0000,46.7646,60.1087,3.5699,0.0004,0.5400,0.00869,5.3317,60.1087,0.0000,46.7646
27.0400,46.6463,60.1887,3.5699,0.0004,0.5400,0.00869,5.3317,60.1887,0.0000,46.6463
27.0800,46.5281,60.2687,3.5698,0.0004,0.5400,0.00869,5.3317,60.2687,0.0000,46.5281
27.1200,46.4098,60.3487,3.5698,0.0004,0.5400,0.00869,5.3317,60.3487,0.0000,46.4098
27.1600,46.2915,60.4287,3.5698,0.0004,0.5400,0.00869,5.3317,60.4287,0.0000,46.2915
27.2000,46.1732,60.5087,3.5698,0.0004,0.5400,0.00869,5.3317,60.5087,0.0000,46.1732
27.2400,46.0549,60.5887,3.5698,0.0004,0.5400,0.00869,5.3317,60.5887,0.0000,46.0549
27.2800,45.9367,60.6687,3.5698,0.0004,0.5400,0.00869,5.3317,60.6687,0.0000,45.9367
27.3200,45.8184,60.7487,3.5698,0.0004,0.5400,0.00869,5.3317,60.7487,0.0000,45.8184
27.3600,45.7001,60.8287,3.5697,0.0004,0.5400,0.00869,5.3317,60.8287,0.0000,45.7001
27.4000,45.5818,60.9087,3.5697,0.0004,0.5400,0.00869,5.3317,60.9087,0.0000,45.5818
27.4400,45.4636,60.9887,3.5697,0.0004,0.5400,0.00869,5.3317,60.9887,0.0000,45.4636
27.4800,45.3453,61.0687,3.5697,0.0004,0.5400,0.00869,5.3317,61.0687,0.0000,45.3453
27.5200,45.2270,61.1487,3.5697,0.0004,0.5400,0.00869,5.3317,61.1487,0.0000,45.2270
27.5600,45.1087,61.2287,3.5697,0.0004,0.5400,0.00869,5.3317,61.2287,0.0000,45.1087
27.6000,44.9905,61.3087,3.5697,0.0004,0.5400,0.00869,5.3317,61.3087,0.0000,44.9905
27.6400,44.8722,61.3887,3.5696,0.0004,0.5400,0.00869,5.3317,61.3887,0.0000,44.8722
27.6800,44.7539,61.4687,3.5696,0.0004,0.5400,0.00869,5.3317,61.4687,0.0000,44.7539
27.7200,44.6357,61.5487,3.5696,0.0004,0.5400,0.00869,5.3317,61.5487,0.0000,44.6357
27.7600,44.5174,61.6287,3.5696,0.0004,0.5400,0.00869,5.3317,61.6287,0.0000,44.5174
27.8000,44.3991,61.7087,3.5696,0.0004,0.5400,0.00869,5.3317,61.7087,0.0000,44.3991
27.8400,44.2809,61.7887,3.5696,0.0004,0.5400,0.00869,5.3317,61.7887,0.0000,44.2809
27.8800,44.1626,61.8687,3.5696,0.0004,0.5400,0.00869,5.3317,61.8687,0.0000,44.1626
27.9200,44.0443,61.9487,3.5695,0.0004,0.5400,0.00869,5.3317,61.9487,0.0000,44.0443
27.9600,43.9261,62.0287,3.5695,0.0004,0.5400,0.00869,5.3317,62.0287,0.0000,43.9261
28.0000,43.8078,62.1087,3.5695,0.0004,0.5400,0.00869,5.3317,62.1087,0.0000,43.8078
28.0400,43.6895,62.1887,3.5695,0.0004,0.5400,0.00869,5.3317,62.1887,0.0000,43.6895
28.0800,43.5713,62.2687,3.5695,0.0004,0.5400,0.00869,5.3317,62.2687,0.0000,43.5713
28.1200,43.4530,62.3487,3.5695,0.0004,0.5400,0.00869,5.3317,62.3487,0.0000,43.4530
28.1600,43.3348,62.4287,3.5695,0.0004,0.5400,0.00869,5.3317,62.4287,0.0000,43.3348
28.2000,43.2165,62.5087,3.5695,0.0004,0.5400,0.00869,5.3317,62.5087,0.0000,43.2165
28.2400,43.0982,62.5887,3.5694,0.0004,0.5400,0.00869,5.3317,62.5887,0.0000,43.0982
28.2800,42.9800,62.6687,3.5694,0.0004,0.5400,0.00869,5.3317,62.6687,0.0000,42.9800
28.3200,42.8617,62.7487,3.5694,0.0004,0.5400,0.00869,5.3317,62.7487,0.0000,42.8617
28.3600,42.7435,62.8287,3.5694,0.0004,0.5400,0.00869,5.3317,62.8287,0.0000,42.7435
28.4000,42.6252,62.9087,3.5694,0.0004,0.5400,0.00869,5.3317,62.9087,0.0000,42.6252
28.4400,42.5069,62.9887,3.5694,0.0004,0.5400,0.00869,5.3317,62.9887,0.0000,42.5069
28.4800,42.3887,63.0687,3.5694,0.0004,0.5400,0.00869,5.3317,63.0687,0.0000,42.3887
28.5200,42.2704,63.1487,3.5693,0.0004,0.5400,0.00869,5.3317,63.1487,0.0000,42.2704
28.5600,42.1522,63.2287,3.5693,0.0004,0.5400,0.00869,5.3317,63.2287,0.0000,42.1522
28.6000,42.0339,63.3087,3.5693,0.0004,0.5400,0.00869,5.3317,63.3087,0.0000,42.0339
28.6400,41.9157,63.3887,3.5693,0.0004,0.5400,0.00869,5.3317,63.3887,0.0000,41.9157
28.6800,41.7974,63.4687,3.5693,0.0004,0.5400,0.00869,5.3317,63.4687,0.0000,41.7974
28.7200,41.6792,63.5487,3.5693,0.0004,0.5400,0.00869,5.3317,63.5487,0.0000,41.6792
28.7600,41.5609,63.6287,3.5693,0.0004,0.5400,0.00869,5.3317,63.6287,0.0000,41.5609
28.8000,41.4427,63.7087,3.5692,0.0004,0.5400,0.00869,5.3317,63.7087,0.0000,41.4427
28.8400,41.3244,63.7887,3.5692,0.0004,0.5400,0.00869,5.3317,63.7887,0.0000,41.3244
28.8800,41.2062,63.8687,3.5692,0.0004,0.5400,0.00869,5.3317,63.8687,0.0000,41.2062
28.9200,41.0879,63.9487,3.5692,0.0004,0.5400,0.00869,5.3317,63.9487,0.0000,41.0879
28.9600,40.9697,64.0287,3.5692,0.0004,0.5400,0.00869,5.3317,64.0287,0.0000,40.9697
29.0000,40.8514,64.1087,3.5692,0.0004,0.5400,0.00869,5.3317,64.1087,0.0000,40.8514
29.0400,40.7332,64.1887,3.5692,0.0004,0.5400,0.00869,5.3317,64.1887,0.0000,40.7332
29.0800,40.6149,64.2687,3.5691,0.0004,0.5400,0.00869,5.3317,64.2687,0.0000,40.6149
29.1200,40.4967,64.3487,3.5691,0.0004,0.5400,0.00869,5.3317,64.3487,0.0000,40.4967
29.1600,40.3784,64.4287,3.5691,0.0004,0.5400,0.00869,5.3317,64.4287,0.0000,40.3784
29.2000,40.2602,64.5087,3.5691,0.0004,0.5400,0.00869,5.3317,64.5087,0.0000,40.2602
29.2400,40.1419,64.5887,3.5691,0.0004,0.5400,0.00869,5.3317,64.5887,0.0000,40.1419
29.2800,40.0237,64.6687,3.5691,0.0004,0.5400,0.00869,5.3317,64.6687,0.0000,40.0237
29.3200,39.9055,64.7487,3.5691,0.0004,0.5400,0.00869,5.3317,64.7487,0.0000,39.9055
29.3600,39.7872,64.8287,3.5690,0.0004,0.5400,0.00869,5.3317,64.8287,0.0000,39.7872
29.4000,39.6690,64.9087,3.5690,0.0004,0.5400,0.00869,5.3317,64.9087,0.0000,39.6690
29.4400,39.5507,64.9887,3.5690,0.0004,0.5400,0.00869,5.3317,64.9887,0.0000,39.5507
29.4800,39.4325,65.0687,3.5690,0.0004,0.5400,0.00869,5.3317,65.0687,0.0000,39.4325
29.5200,39.3143,65.1487,3.5690,0.0004,0.5400,0.00869,5.3317,65.1487,0.0000,39.3143
29.5600,39.1960,65.2287,3.5690,0.0004,0.5400,0.00869,5.3317,65.2287,0.0000,39.1960
29.6000,39.0778,65.3087,3.5690,0.0004,0.5400,0.00869,5.3317,65.3087,0.0000,39.0778
29.6400,38.9595,65.3887,3.5689,0.0004,0.5400,0.00869,5.3317,65.3887,0.0000,38.9595
29.6800,38.8413,65.4687,3.5689,0.0004,0.5400,0.00869,5.3317,65.4687,0.0000,38.8413
29.7200,38.7231,65.5487,3.5689,0.0004,0.5400,0.00869,5.3317,65.5487,0.0000,38.7231
29.7600,38.6048,65.6287,3.5689,0.0004,0.5400,0.00869,5.3317,65.6287,0.0000,38.6048
29.8000,38.4866,65.7087,3.5689,0.0004,0.5400,0.00869,5.3317,65.7087,0.0000,38.4866
29.8400,38.3684,65.7887,3.5689,0.0004,0.5400,0.00869,5.3317,65.7887,0.0000,38.3684
29.8800,38.2501,65.8687,3.5689,0.0004,0.5400,0.00869,5.3317,65.8687,0.0000,38.2501
29.9200,38.1319,65.9487,3.5689,0.0004,0.5400,0.00869,5.3317,65.9487,0.0000,38.1319
29.9600,38.0137,66.0287,3.5688,0.0004,0.5400,0.00869,5.3317,66.0287,0.0000,38.0137
30.0000,37.8954,66.1087,3.5688,0.0004,0.5400,0.00869,5.3317,66.1087,0.0000,37.8954
30.0400,37.7772,66.1887,3.5688,0.0004,0.5400,0.00869,5.3317,66.1887,0.0000,37.7772
30.0800,37.6590,66.2687,3.5688,0.0004,0.5400,0.00869,5.3317,66.2687,0.0000,37.6590
30.1200,37.5408,66.3487,3.5688,0.0004,0.5400,0.00869,5.3317,66.3487,0.0000,37.5408
30.1600,37.4225,66.4287,3.5688,0.0004,0.5400,0.00869,5.3317,66.4287,0.0000,37.4225
30.2000,37.3043,66.5087,3.5688,0.0004,0.5400,0.00869,5.3317,66.5087,0.0000,37.3043
30.2400,37.1861,66.5887,3.5687,0.0004,0.5400,0.00869,5.3317,66.5887,0.0000,37.1861
30.2800,37.0679,66.6687,3.5687,0.0004,0.5400,0.00869,5.3317,66.6687,0.0000,37.0679
30.3200,36.9496,66.7487,3.5687,0.0004,0.5400,0.00869,5.3317,66.7487,0.0000,36.9496
30.3600,36.8314,66.8287,3.5687,0.0004,0.5400,0.00869,5.3317,66.8287,0.0000,36.8314
30.4000,36.7132,66.9087,3.5687,0.0004,0.5400,0.00869,5.3317,66.9087,0.0000,36.7132
30.4400,36.5950,66.9887,3.5687,0.0004,0.5400,0.00869,5.3317,66.9887,0.0000,36.5950
30.4800,36.4767,67.0687,3.5687,0.0004,0.5400,0.00869,5.3317,67.0687,0.0000,36.4767
30.5200,36.3585,67.1487,3.5686,0.0004,0.5400,0.00869,5.3317,67.1487,0.0000,36.3585
30.5600,36.2403,67.2287,3.5686,0.0004,0.5400,0.00869,5.3317,67.2287,0.0000,36.2403
30.6000,36.1221,67.3087,3.5686,0.0004,0.5400,0.00869,5.3317,67.3087,0.0000,36.1221
30.6400,36.0038,67.3887,3.5686,0.0004,0.5400,0.00869,5.3317,67.3887,0.0000,36.0038
30.6800,35.8856,67.4687,3.5686,0.0004,0.5400,0.00869,5.3317,67.4687,0.0000,35.8856
30.7200,35.7674,67.5487,3.5686,0.0004,0.5400,0.00869,5.3317,67.5487,0.0000,35.7674
30.7600,35.6492,67.6287,3.5686,0.0004,0.5400,0.00869,5.3317,67.6287,0.0000,35.6492
30.8000,35.5310,67.7087,3.5685,0.0004,0.5400,0.00869,5.3317,67.7087,0.0000,35.5310
30.8400,35.4128,67.7887,3.5685,0.0004,0.5400,0.00869,5.3317,67.7887,0.0000,35.4128
30.8800,35.2945,67.8687,3.5685,0.0004,0.5400,0.00869,5.3317,67.8687,0.0000,35.2945
30.9200,35.1763,67.9487,3.5685,0.0004,0.5400,0.00869,5.3317,67.9487,0.0000,35.1763
30.9600,35.0581,68.0287,3.5685,0.0004,0.5400,0.00869,5.3317,68.0287,0.0000,35.0581
31.0000,34.9399,68.1087,3.5685,0.0004,0.5400,0.00869,5.3317,68.1087,0.0000,34.9399
31.0400,34.8217,68.1887,3.5685,0.0004,0.5400,0.00869,5.3317,68.1887,0.0000,34.8217
31.0800,34.7035,68.2687,3.5684,0.0004,0.5400,0.00869,5.3317,68.2687,0.0000,34.7035
31.1200,34.5853,68.3487,3.5684,0.0004,0.5400,0.00869,5.3317,68.3487,0.0000,34.5853
31.1600,34.4671,68.4287,3.5684,0.0004,0.5400,0.00869,5.3317,68.4287,0.0000,34.4671
31.2000,34.3488,68.5087,3.5684,0.0004,0.5400,0.00869,5.3317,68.5087,0.0000,34.3488
31.2400,34.2306,68.5887,3.5684,0.0004,0.5400,0.00869,5.3317,68.5887,0.0000,34.2306
31.2800,34.1124,68.6687,3.5684,0.0004,0.5400,0.00869,5.3317,68.6687,0.0000,34.1124
31.3200,33.9942,68.7487,3.5684,0.0004,0.5400,0.00869,5.3317,68.7487,0.0000,33.9942
31.3600,33.8760,68.8287,3.5684,0.0004,0.5400,0.00869,5.3317,68.8287,0.0000,33.8760
31.4000,33.7578,68.9087,3.5683,0.0004,0.5400,0.00869,5.3317,68.9087,0.0000,33.7578
31.4400,33.6396,68.9887,3.5683,0.0004,0.5400,0.00869,5.3317,68.9887,0.0000,33.6396
31.4800,33.5214,69.0687,3.5683,0.0004,0.5400,0.00869,5.3317,69.0687,0.0000,33.5214
31.5200,33.4032,69.1487,3.5683,0.0004,0.5400,0.00869,5.3317,69.1487,0.0000,33.4032
31.5600,33.2850,69.2287,3.5683,0.0004,0.5400,0.00869,5.3317,69.2287,0.0000,33.2850
31.6000,33.1668,69.3087,3.5683,0.0004,0.5400,0.00869,5.3317,69.3087,0.0000,33.1668
31.6400,33.0486,69.3887,3.5683,0.0004,0.5400,0.00869,5.3317,69.3887,0.0000,33.0486
31.6800,32.9304,69.4687,3.5682,0.0004,0.5400,0.00869,5.3317,69.4687,0.0000,32.9304
31.7200,32.8122,69.5487,3.5682,0.0004,0.5400,0.00869,5.3317,69.5487,0.0000,32.8122
31.7600,32.6940,69.6287,3.5682,0.0004,0.5400,0.00869,5.3317,69.6287,0.0000,32.6940
31.8000,32.5758,69.7087,3.5682,0.0004,0.5400,0.00869,5.3317,69.7087,0.0000,32.5758
31.8400,32.4576,69.7887,3.5682,0.0004,0.5400,0.00869,5.3317,69.7887,0.0000,32.4576
31.8800,32.3394,69.8687,3.5682,0.0004,0.5400,0.00869,5.3317,69.8687,0.0000,32.3394
31.9200,32.2212,69.9487,3.5682,0.0004,0.5400,0.00869,5.3317,69.9487,0.0000,32.2212
31.9600,32.1030,70.0287,3.5681,0.0004,0.5400,0.00869,5.3317,70.0287,0.0000,32.1030
32.0000,31.9848,70.1087,3.5681,0.0004,0.5400,0.00869,5.3317,70.1087,0.0000,31.9848
32.0400,31.8666,70.1887,3.5681,0.0004,0.5400,0.00869,5.3317,70.1887,0.0000,31.8666
32.0800,31.7484,70.2687,3.5681,0.0004,0.5400,0.00869,5.3317,70.2687,0.0000,31.7484
32.1200,31.6302,70.3487,3.5681,0.0004,0.5400,0.00869,5.3317,70.3487,0.0000,31.6302
32.1600,31.5120,70.4287,3.5681,0.0004,0.5400,0.00869,5.3317,70.4287,0.0000,31.5120
32.2000,31.3938,70.5087,3.5681,0.0004,0.5400,0.00869,5.3317,70.5087,0.0000,31.3938
32.2400,31.2756,70.5887,3.5680,0.0004,0.5400,0.00869,5.3317,70.5887,0.0000,31.2756
32.2800,31.1574,70.6687,3.5680,0.0004,0.5400,0.00869,5.3317,70.6687,0.0000,31.1574
32.3200,31.0392,70.7487,3.5680,0.0004,0.5400,0.00869,5.3317,70.7487,0.0000,31.0392
32.3600,30.9210,70.8287,3.5680,0.0004,0.5400,0.00869,5.3317,70.8287,0.0000,30.9210
32.4000,30.8028,70.9087,3.5680,0.0004,0.5400,0.00869,5.3317,70.9087,0.0000,30.8028
32.4400,30.6846,70.9887,3.5680,0.0004,0.5400,0.00869,5.3317,70.9887,0.0000,30.6846
32.4800,30.5665,71.0687,3.5680,0.0004,0.5400,0.00869,5.3317,71.0687,0.0000,30.5665
32.5200,30.4483,71.1487,3.5679,0.0004,0.5400,0.00869,5.3317,71.1487,0.0000,30.4483
32.5600,30.3301,71.2287,3.5679,0.0004,0.5400,0.00869,5.3317,71.2287,0.0000,30.3301
32.6000,30.2119,71.3087,3.5679,0.0004,0.5400,0.00869,5.3317,71.3087,0.0000,30.2119
32.6400,30.0937,71.3887,3.5679,0.0004,0.5400,0.00869,5.3317,71.3887,0.0000,30.0937
32.6800,29.9755,71.4687,3.5679,0.0004,0.5400,0.00869,5.3317,71.4687,0.0000,29.9755
32.7200,29.8573,71.5487,3.5679,0.0004,0.5400,0.00869,5.3317,71.5487,0.0000,29.8573
32.7600,29.7392,71.6287,3.5679,0.0004,0.5400,0.00869,5.3317,71.6287,0.0000,29.7392
32.8000,29.6210,71.7087,3.5679,0.0004,0.5400,0.00869,5.3317,71.7087,0.0000,29.6210
32.8400,29.5028,71.7887,3.5678,0.0004,0.5400,0.00869,5.3317,71.7887,0.0000,29.5028
32.8800,29.3846,71.8687,3.5678,0.0004,0.5400,0.00869,5.3317,71.8687,0.0000,29.3846
32.9200,29.2664,71.9487,3.5678,0.0004,0.5400,0.00869,5.3317,71.9487,0.0000,29.2664
32.9600,29.1482,72.0287,3.5678,0.0004,0.5400,0.00869,5.3317,72.0287,0.0000,29.1482
33.0000,29.0301,72.1087,3.5678,0.0004,0.5400,0.00869,5.3317,72.1087,0.0000,29.0301
33.0400,28.9119,72.1887,3.5678,0.0004,0.5400,0.00869,5.3317,72.1887,0.0000,28.9119
33.0800,28.7937,72.2687,3.5678,0.0004,0.5400,0.00868,5.3317,72.2687,0.0000,28.7937
33.1200,28.6755,72.3487,3.5677,0.0004,0.5400,0.00868,5.3317,72.3487,0.0000,28.6755
33.1600,28.5573,72.4287,3.5677,0.0004,0.5400,0.00868,5.3317,72.4287,0.0000,28.5573
33.2000,28.4392,72.5087,3.5677,0.0004,0.5400,0.00868,5.3317,72.5087,0.0000,28.4392
33.2400,28.3210,72.5887,3.5677,0.0004,0.5400,0.00868,5.3317,72.5887,0.0000,28.3210
33.2800,28.2028,72.6687,3.5677,0.0004,0.5400,0.00868,5.3317,72.6687,0.0000,28.2028
33.3200,28.0846,72.7487,3.5677,0.0004,0.5400,0.00868,5.3317,72.7487,0.0000,28.0846
33.3600,27.9665,72.8287,3.5677,0.0004,0.5400,0.00868,5.3317,72.8287,0.0000,27.9665
33.4000,27.8483,72.9087,3.5676,0.0004,0.5400,0.00868,5.3317,72.9087,0.0000,27.8483
33.4400,27.7301,72.9887,3.5676,0.0004,0.5400,0.00868,5.3317,72.9887,0.0000,27.7301
33.4800,27.6119,73.0687,3.5676,0.0004,0.5400,0.00868,5.3317,73.0687,0.0000,27.6119
33.5200,27.4938,73.1487,3.5676,0.0004,0.5400,0.00868,5.3317,73.1487,0.0000,27.4938
33.5600,27.3756,73.2287,3.5676,0.0004,0.5400,0.00868,5.3317,73.2287,0.0000,27.3756
33.6000,27.2574,73.3087,3.5676,0.0004,0.5400,0.00868,5.3317,73.3087,0.0000,27.2574
33.6400,27.1393,73.3887,3.5676,0.0004,0.5400,0.00868,5.3317,73.3887,0.0000,27.1393
33.6800,27.0211,73.4687,3.5675,0.0004,0.5400,0.00868,5.3317,73.4687,0.0000,27.0211
33.7200,26.9029,73.5487,3.5675,0.0004,0.5400,0.00868,5.3317,73.5487,0.0000,26.9029
